time,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,query_point_idx,point_type
2019-10-03 12:00:00,39.02775785948131,22.679199811634206,12.192446018681725,0.0030129708450391812,0,positive
2019-10-03 13:00:00,29.452584102993953,40.77426449158795,7.216810511709548,0.0,0,positive
2019-10-03 14:00:00,16.761698436564878,41.69108302223121,5.725082598296099,0.0784815642377911,0,positive
2019-10-03 15:00:00,11.776499405443046,37.58881876583179,15.895456282052175,0.04017728897046721,0,positive
2019-10-03 16:00:00,21.05089339112094,39.28739209403814,14.530008708534124,0.3009365202989547,0,positive
2019-10-03 17:00:00,18.712582153330104,51.59433065089833,10.143782192308068,0.13074686101958585,0,positive
2019-10-03 18:00:00,23.46587549777525,16.632964524192495,1.1592040037716753,0.0,0,positive
2019-10-03 19:00:00,35.78932576626637,32.30721180076099,6.0840633943200615,0.0,0,positive
2019-10-03 20:00:00,13.143634543652096,21.579094715662606,11.216633973445223,0.26347087496398314,0,positive
2019-10-03 21:00:00,21.95902506623943,32.54835652213231,9.687872743994667,0.0,0,positive
2019-10-03 22:00:00,22.724679255213964,44.659081899152866,0.0,0.0,0,positive
2019-10-03 23:00:00,15.254157837657031,16.71780409364558,3.6092381653562464,0.19715597994257858,0,positive
2019-10-04 00:00:00,29.327220338848104,15.104109233906541,8.153157462972088,0.0,0,positive
2019-10-04 01:00:00,25.908113499594112,27.737458499996322,6.361634528190196,0.02321586249301802,0,positive
2019-10-04 02:00:00,26.304923496031407,55.06097161164115,7.227471603750498,0.1297495279485019,0,positive
2019-10-04 03:00:00,20.209129464956003,38.63745186906832,8.882866792268555,0.0,0,positive
2019-10-04 04:00:00,22.723918253022994,38.42342495208358,20.587370187669602,0.0,0,positive
2019-10-04 05:00:00,15.174053195529439,30.689249576762357,0.6827899908149844,0.7105544321459688,0,positive
2019-10-04 06:00:00,24.524840028722725,53.0878043133235,4.3545808112819575,0.0,0,positive
2019-10-04 07:00:00,4.821687762090761,32.56001119182638,2.6879279407021848,0.014855680505790725,0,positive
2019-10-04 08:00:00,39.68833568473738,27.058408589508893,3.6156961091620587,0.12535304919864174,0,positive
2019-10-04 09:00:00,7.93817286914695,12.994321319135143,18.64623556014149,0.05515993673276365,0,positive
2019-10-04 10:00:00,13.225715372362883,62.55370292481971,22.525335846202033,0.0,0,positive
2019-10-04 11:00:00,19.054008345695756,40.12333326410764,16.643488222027962,0.0,0,positive
2019-10-04 12:00:00,20.03777723246312,46.66006364092616,10.173830372333093,0.08935356533337108,0,positive
2019-10-04 13:00:00,20.92941628387167,14.376562874450272,6.809131280126674,0.0,0,positive
2019-10-04 14:00:00,23.85735911701005,26.67009171771476,10.357692612725696,0.0,0,positive
2019-10-04 15:00:00,23.243434621347728,40.276346125988056,8.265776737889336,0.43662939382891,0,positive
2019-10-04 16:00:00,16.22753573165722,39.74741392509962,7.5135670079325525,0.0,0,positive
2019-10-04 17:00:00,34.58683921980194,40.787698288347514,4.184713951526162,0.0,0,positive
2019-10-04 18:00:00,24.08926173526526,18.31382792024873,13.955714765444325,0.0,0,positive
2019-10-04 19:00:00,25.841147227132886,8.831210195387111,12.637192407790904,0.06802140522567932,0,positive
2019-10-04 20:00:00,13.116554524684176,27.927127888250766,9.318586021782597,0.19552232596856053,0,positive
2019-10-04 21:00:00,19.66263051357156,33.44767597901059,6.7401131089655735,0.0,0,positive
2019-10-04 22:00:00,33.77193578394525,1.0,6.8157486774515785,0.0,0,positive
2019-10-04 23:00:00,24.367951917496796,29.42128128018065,0.0,0.0,0,positive
